donor,event,method,cluster
a_009_NK.fcs,119351,Hierarchical (ward),3
a_009_NK.fcs,119648,Hierarchical (ward),5
a_009_NK.fcs,120598,Hierarchical (ward),3
a_009_NK.fcs,120777,Hierarchical (ward),2
a_009_NK.fcs,121579,Hierarchical (ward),3
a_009_NK.fcs,121583,Hierarchical (ward),2
a_009_NK.fcs,121637,Hierarchical (ward),0
a_009_NK.fcs,121709,Hierarchical (ward),4
a_009_NK.fcs,121766,Hierarchical (ward),2
a_009_NK.fcs,121798,Hierarchical (ward),2
a_009_NK.fcs,122284,Hierarchical (ward),2
a_009_NK.fcs,122646,Hierarchical (ward),3
a_009_NK.fcs,122981,Hierarchical (ward),3
a_009_NK.fcs,123256,Hierarchical (ward),2
a_009_NK.fcs,123442,Hierarchical (ward),2
a_009_NK.fcs,123600,Hierarchical (ward),3
a_009_NK.fcs,123835,Hierarchical (ward),0
a_009_NK.fcs,123882,Hierarchical (ward),4
a_009_NK.fcs,123967,Hierarchical (ward),2
a_009_NK.fcs,124132,Hierarchical (ward),1
a_009_NK.fcs,124167,Hierarchical (ward),0
a_009_NK.fcs,124251,Hierarchical (ward),1
a_009_NK.fcs,124351,Hierarchical (ward),3
a_009_NK.fcs,124449,Hierarchical (ward),3
a_009_NK.fcs,124456,Hierarchical (ward),5
a_009_NK.fcs,124486,Hierarchical (ward),3
a_009_NK.fcs,124592,Hierarchical (ward),0
a_009_NK.fcs,124936,Hierarchical (ward),2
a_009_NK.fcs,126006,Hierarchical (ward),3
a_009_NK.fcs,126148,Hierarchical (ward),2
a_009_NK.fcs,126233,Hierarchical (ward),0
a_009_NK.fcs,126534,Hierarchical (ward),3
a_009_NK.fcs,126544,Hierarchical (ward),3
a_009_NK.fcs,126629,Hierarchical (ward),3
a_009_NK.fcs,126722,Hierarchical (ward),2
a_009_NK.fcs,126729,Hierarchical (ward),3
a_009_NK.fcs,127358,Hierarchical (ward),5
a_009_NK.fcs,127527,Hierarchical (ward),2
a_009_NK.fcs,127922,Hierarchical (ward),5
a_009_NK.fcs,128114,Hierarchical (ward),2
a_009_NK.fcs,128323,Hierarchical (ward),5
a_009_NK.fcs,128667,Hierarchical (ward),3
a_009_NK.fcs,128796,Hierarchical (ward),0
a_009_NK.fcs,129088,Hierarchical (ward),0
a_009_NK.fcs,129098,Hierarchical (ward),3
a_009_NK.fcs,129351,Hierarchical (ward),2
a_009_NK.fcs,129531,Hierarchical (ward),5
a_009_NK.fcs,129755,Hierarchical (ward),3
a_009_NK.fcs,129763,Hierarchical (ward),5
a_009_NK.fcs,129889,Hierarchical (ward),2
a_009_NK.fcs,129950,Hierarchical (ward),5
a_009_NK.fcs,129953,Hierarchical (ward),2
a_009_NK.fcs,130064,Hierarchical (ward),3
a_009_NK.fcs,130616,Hierarchical (ward),1
a_009_NK.fcs,130661,Hierarchical (ward),2
a_009_NK.fcs,130929,Hierarchical (ward),3
a_009_NK.fcs,131034,Hierarchical (ward),3
a_009_NK.fcs,132031,Hierarchical (ward),2
a_009_NK.fcs,132038,Hierarchical (ward),0
a_009_NK.fcs,132063,Hierarchical (ward),3
a_009_NK.fcs,132084,Hierarchical (ward),2
a_009_NK.fcs,132160,Hierarchical (ward),0
a_009_NK.fcs,132346,Hierarchical (ward),3
a_009_NK.fcs,132860,Hierarchical (ward),2
a_009_NK.fcs,133134,Hierarchical (ward),2
a_009_NK.fcs,133329,Hierarchical (ward),3
a_009_NK.fcs,133338,Hierarchical (ward),2
a_009_NK.fcs,133654,Hierarchical (ward),2
a_009_NK.fcs,133835,Hierarchical (ward),3
a_009_NK.fcs,134682,Hierarchical (ward),2
a_009_NK.fcs,134986,Hierarchical (ward),3
a_009_NK.fcs,135016,Hierarchical (ward),2
a_009_NK.fcs,135081,Hierarchical (ward),2
a_009_NK.fcs,135281,Hierarchical (ward),0
a_009_NK.fcs,135313,Hierarchical (ward),3
a_009_NK.fcs,135695,Hierarchical (ward),3
a_009_NK.fcs,135954,Hierarchical (ward),2
a_009_NK.fcs,136317,Hierarchical (ward),2
a_009_NK.fcs,136516,Hierarchical (ward),2
a_009_NK.fcs,136646,Hierarchical (ward),2
a_009_NK.fcs,137262,Hierarchical (ward),1
a_009_NK.fcs,138198,Hierarchical (ward),2
a_009_NK.fcs,138287,Hierarchical (ward),0
a_009_NK.fcs,138451,Hierarchical (ward),2
a_009_NK.fcs,138479,Hierarchical (ward),3
a_009_NK.fcs,138662,Hierarchical (ward),2
a_009_NK.fcs,138850,Hierarchical (ward),3
a_009_NK.fcs,138955,Hierarchical (ward),1
a_009_NK.fcs,139058,Hierarchical (ward),0
a_009_NK.fcs,139070,Hierarchical (ward),0
a_009_NK.fcs,139516,Hierarchical (ward),0
a_009_NK.fcs,139722,Hierarchical (ward),3
a_009_NK.fcs,140269,Hierarchical (ward),3
a_009_NK.fcs,140280,Hierarchical (ward),3
a_009_NK.fcs,140528,Hierarchical (ward),2
a_009_NK.fcs,140721,Hierarchical (ward),1
a_009_NK.fcs,141440,Hierarchical (ward),3
a_009_NK.fcs,141586,Hierarchical (ward),2
a_009_NK.fcs,141910,Hierarchical (ward),1
a_009_NK.fcs,141987,Hierarchical (ward),3
a_009_NK.fcs,142157,Hierarchical (ward),1
a_009_NK.fcs,142321,Hierarchical (ward),3
a_009_NK.fcs,142323,Hierarchical (ward),2
a_009_NK.fcs,142331,Hierarchical (ward),3
a_009_NK.fcs,142413,Hierarchical (ward),1
a_009_NK.fcs,142464,Hierarchical (ward),2
a_009_NK.fcs,142478,Hierarchical (ward),3
a_009_NK.fcs,142653,Hierarchical (ward),3
a_009_NK.fcs,142699,Hierarchical (ward),2
a_009_NK.fcs,143472,Hierarchical (ward),3
a_009_NK.fcs,143568,Hierarchical (ward),3
a_009_NK.fcs,143702,Hierarchical (ward),0
a_009_NK.fcs,144327,Hierarchical (ward),0
a_009_NK.fcs,144430,Hierarchical (ward),3
a_009_NK.fcs,144657,Hierarchical (ward),0
a_009_NK.fcs,144750,Hierarchical (ward),3
a_009_NK.fcs,145493,Hierarchical (ward),0
a_009_NK.fcs,145932,Hierarchical (ward),3
a_009_NK.fcs,146123,Hierarchical (ward),3
a_009_NK.fcs,146596,Hierarchical (ward),5
a_009_NK.fcs,147204,Hierarchical (ward),3
a_009_NK.fcs,147715,Hierarchical (ward),5
a_009_NK.fcs,148563,Hierarchical (ward),5
a_009_NK.fcs,148959,Hierarchical (ward),2
a_009_NK.fcs,149030,Hierarchical (ward),3
a_009_NK.fcs,149281,Hierarchical (ward),2
a_009_NK.fcs,149427,Hierarchical (ward),3
a_009_NK.fcs,149618,Hierarchical (ward),2
a_009_NK.fcs,149644,Hierarchical (ward),3
a_009_NK.fcs,150840,Hierarchical (ward),3
a_009_NK.fcs,151412,Hierarchical (ward),2
a_009_NK.fcs,151520,Hierarchical (ward),3
a_009_NK.fcs,151858,Hierarchical (ward),3
a_009_NK.fcs,152062,Hierarchical (ward),0
a_009_NK.fcs,152262,Hierarchical (ward),3
a_009_NK.fcs,152469,Hierarchical (ward),1
a_009_NK.fcs,152728,Hierarchical (ward),3
a_009_NK.fcs,153081,Hierarchical (ward),3
a_009_NK.fcs,153268,Hierarchical (ward),3
a_009_NK.fcs,153464,Hierarchical (ward),2
a_009_NK.fcs,153598,Hierarchical (ward),2
a_009_NK.fcs,153846,Hierarchical (ward),3
a_009_NK.fcs,153867,Hierarchical (ward),3
a_009_NK.fcs,153927,Hierarchical (ward),2
a_009_NK.fcs,154373,Hierarchical (ward),1
a_009_NK.fcs,154586,Hierarchical (ward),3
a_009_NK.fcs,154621,Hierarchical (ward),3
a_009_NK.fcs,154881,Hierarchical (ward),3
a_009_NK.fcs,154907,Hierarchical (ward),3
a_009_NK.fcs,155054,Hierarchical (ward),2
a_009_NK.fcs,155261,Hierarchical (ward),3
a_009_NK.fcs,155288,Hierarchical (ward),3
a_009_NK.fcs,155374,Hierarchical (ward),3
a_009_NK.fcs,156270,Hierarchical (ward),1
a_009_NK.fcs,156328,Hierarchical (ward),3
a_009_NK.fcs,156406,Hierarchical (ward),2
a_009_NK.fcs,156454,Hierarchical (ward),3
a_009_NK.fcs,157266,Hierarchical (ward),1
a_009_NK.fcs,157313,Hierarchical (ward),2
a_009_NK.fcs,157322,Hierarchical (ward),3
a_009_NK.fcs,157390,Hierarchical (ward),2
a_009_NK.fcs,157732,Hierarchical (ward),3
a_009_NK.fcs,158044,Hierarchical (ward),2
a_009_NK.fcs,158335,Hierarchical (ward),2
a_009_NK.fcs,158477,Hierarchical (ward),1
a_009_NK.fcs,158558,Hierarchical (ward),1
a_009_NK.fcs,158654,Hierarchical (ward),3
a_009_NK.fcs,158806,Hierarchical (ward),2
a_009_NK.fcs,158813,Hierarchical (ward),2
a_009_NK.fcs,158845,Hierarchical (ward),3
a_009_NK.fcs,158875,Hierarchical (ward),2
a_009_NK.fcs,158901,Hierarchical (ward),2
a_009_NK.fcs,159028,Hierarchical (ward),2
a_009_NK.fcs,159312,Hierarchical (ward),3
a_009_NK.fcs,159590,Hierarchical (ward),3
a_009_NK.fcs,159669,Hierarchical (ward),5
a_009_NK.fcs,159792,Hierarchical (ward),2
a_009_NK.fcs,159938,Hierarchical (ward),3
a_009_NK.fcs,160014,Hierarchical (ward),2
a_009_NK.fcs,160253,Hierarchical (ward),2
a_009_NK.fcs,160382,Hierarchical (ward),2
a_009_NK.fcs,160726,Hierarchical (ward),3
a_009_NK.fcs,160928,Hierarchical (ward),3
a_009_NK.fcs,161124,Hierarchical (ward),2
a_009_NK.fcs,161476,Hierarchical (ward),5
a_009_NK.fcs,161493,Hierarchical (ward),3
a_009_NK.fcs,161588,Hierarchical (ward),3
a_009_NK.fcs,161962,Hierarchical (ward),3
a_009_NK.fcs,162096,Hierarchical (ward),2
a_009_NK.fcs,162459,Hierarchical (ward),3
a_009_NK.fcs,163229,Hierarchical (ward),0
a_009_NK.fcs,163314,Hierarchical (ward),3
a_009_NK.fcs,163622,Hierarchical (ward),2
a_009_NK.fcs,163627,Hierarchical (ward),0
a_009_NK.fcs,163820,Hierarchical (ward),1
a_009_NK.fcs,163900,Hierarchical (ward),4
a_009_NK.fcs,164839,Hierarchical (ward),1
a_009_NK.fcs,164931,Hierarchical (ward),3
a_009_NK.fcs,165118,Hierarchical (ward),1
a_009_NK.fcs,165283,Hierarchical (ward),0
a_009_NK.fcs,165589,Hierarchical (ward),5
a_009_NK.fcs,165723,Hierarchical (ward),5
a_009_NK.fcs,165978,Hierarchical (ward),5
a_009_NK.fcs,166144,Hierarchical (ward),2
a_009_NK.fcs,166508,Hierarchical (ward),3
a_009_NK.fcs,166515,Hierarchical (ward),2
a_009_NK.fcs,166531,Hierarchical (ward),0
a_009_NK.fcs,166619,Hierarchical (ward),0
a_009_NK.fcs,166957,Hierarchical (ward),3
a_009_NK.fcs,167755,Hierarchical (ward),1
a_009_NK.fcs,167971,Hierarchical (ward),2
a_009_NK.fcs,168833,Hierarchical (ward),3
a_009_NK.fcs,168953,Hierarchical (ward),3
a_009_NK.fcs,168986,Hierarchical (ward),0
a_009_NK.fcs,169084,Hierarchical (ward),0
a_009_NK.fcs,169212,Hierarchical (ward),1
a_009_NK.fcs,169234,Hierarchical (ward),3
a_009_NK.fcs,169536,Hierarchical (ward),2
a_009_NK.fcs,170047,Hierarchical (ward),1
a_009_NK.fcs,170057,Hierarchical (ward),5
a_009_NK.fcs,170207,Hierarchical (ward),4
a_009_NK.fcs,170889,Hierarchical (ward),3
a_009_NK.fcs,171068,Hierarchical (ward),5
a_009_NK.fcs,171212,Hierarchical (ward),2
a_009_NK.fcs,171431,Hierarchical (ward),3
a_009_NK.fcs,171547,Hierarchical (ward),2
a_009_NK.fcs,171909,Hierarchical (ward),3
a_009_NK.fcs,171953,Hierarchical (ward),2
a_009_NK.fcs,172122,Hierarchical (ward),3
a_009_NK.fcs,172269,Hierarchical (ward),3
a_009_NK.fcs,172350,Hierarchical (ward),1
a_009_NK.fcs,172410,Hierarchical (ward),2
a_009_NK.fcs,173028,Hierarchical (ward),3
a_009_NK.fcs,173295,Hierarchical (ward),5
a_009_NK.fcs,173443,Hierarchical (ward),0
a_009_NK.fcs,173921,Hierarchical (ward),1
a_009_NK.fcs,174080,Hierarchical (ward),1
a_009_NK.fcs,174105,Hierarchical (ward),3
a_009_NK.fcs,174374,Hierarchical (ward),5
a_009_NK.fcs,174592,Hierarchical (ward),3
a_009_NK.fcs,174641,Hierarchical (ward),2
a_009_NK.fcs,174760,Hierarchical (ward),2
a_009_NK.fcs,174819,Hierarchical (ward),3
a_009_NK.fcs,174851,Hierarchical (ward),1
a_009_NK.fcs,175017,Hierarchical (ward),2
a_009_NK.fcs,175121,Hierarchical (ward),3
a_009_NK.fcs,175476,Hierarchical (ward),1
a_009_NK.fcs,175506,Hierarchical (ward),5
a_009_NK.fcs,175803,Hierarchical (ward),3
a_009_NK.fcs,176153,Hierarchical (ward),0
a_009_NK.fcs,176292,Hierarchical (ward),3
a_009_NK.fcs,176645,Hierarchical (ward),2
a_009_NK.fcs,176818,Hierarchical (ward),2
a_009_NK.fcs,177238,Hierarchical (ward),5
a_009_NK.fcs,177319,Hierarchical (ward),5
a_009_NK.fcs,177431,Hierarchical (ward),3
a_009_NK.fcs,177875,Hierarchical (ward),1
a_009_NK.fcs,178041,Hierarchical (ward),1
a_009_NK.fcs,178150,Hierarchical (ward),2
a_009_NK.fcs,178694,Hierarchical (ward),2
a_009_NK.fcs,178747,Hierarchical (ward),2
a_009_NK.fcs,178886,Hierarchical (ward),3
a_009_NK.fcs,179235,Hierarchical (ward),3
a_009_NK.fcs,180238,Hierarchical (ward),3
a_009_NK.fcs,180250,Hierarchical (ward),2
a_009_NK.fcs,180294,Hierarchical (ward),2
a_009_NK.fcs,180621,Hierarchical (ward),5
a_009_NK.fcs,180634,Hierarchical (ward),2
a_009_NK.fcs,180699,Hierarchical (ward),2
a_009_NK.fcs,180726,Hierarchical (ward),3
a_009_NK.fcs,180876,Hierarchical (ward),1
a_009_NK.fcs,181035,Hierarchical (ward),2
a_009_NK.fcs,181171,Hierarchical (ward),1
a_009_NK.fcs,181494,Hierarchical (ward),0
a_009_NK.fcs,181835,Hierarchical (ward),2
a_009_NK.fcs,182200,Hierarchical (ward),3
a_009_NK.fcs,182781,Hierarchical (ward),3
a_009_NK.fcs,182886,Hierarchical (ward),0
a_009_NK.fcs,182943,Hierarchical (ward),3
a_009_NK.fcs,183066,Hierarchical (ward),1
a_009_NK.fcs,183781,Hierarchical (ward),2
a_009_NK.fcs,183784,Hierarchical (ward),3
a_009_NK.fcs,183970,Hierarchical (ward),3
a_009_NK.fcs,184210,Hierarchical (ward),1
a_009_NK.fcs,184331,Hierarchical (ward),5
a_009_NK.fcs,184460,Hierarchical (ward),3
a_009_NK.fcs,184814,Hierarchical (ward),1
a_009_NK.fcs,184842,Hierarchical (ward),2
a_009_NK.fcs,184855,Hierarchical (ward),2
a_009_NK.fcs,185140,Hierarchical (ward),1
a_009_NK.fcs,185920,Hierarchical (ward),3
a_009_NK.fcs,186280,Hierarchical (ward),5
a_009_NK.fcs,186542,Hierarchical (ward),3
a_009_NK.fcs,187140,Hierarchical (ward),0
a_009_NK.fcs,187155,Hierarchical (ward),1
a_009_NK.fcs,187485,Hierarchical (ward),2
a_009_NK.fcs,187723,Hierarchical (ward),2
a_009_NK.fcs,188020,Hierarchical (ward),1
a_009_NK.fcs,188896,Hierarchical (ward),3
a_009_NK.fcs,189150,Hierarchical (ward),1
a_009_NK.fcs,189303,Hierarchical (ward),3
a_009_NK.fcs,189902,Hierarchical (ward),1
a_009_NK.fcs,189917,Hierarchical (ward),5
a_009_NK.fcs,189985,Hierarchical (ward),3
a_009_NK.fcs,190001,Hierarchical (ward),2
a_009_NK.fcs,190088,Hierarchical (ward),2
a_009_NK.fcs,190100,Hierarchical (ward),1
a_009_NK.fcs,190434,Hierarchical (ward),3
a_009_NK.fcs,190473,Hierarchical (ward),3
a_009_NK.fcs,190474,Hierarchical (ward),3
a_009_NK.fcs,190550,Hierarchical (ward),2
a_009_NK.fcs,190956,Hierarchical (ward),0
a_009_NK.fcs,191084,Hierarchical (ward),3
a_009_NK.fcs,191345,Hierarchical (ward),2
a_009_NK.fcs,191369,Hierarchical (ward),3
a_009_NK.fcs,191566,Hierarchical (ward),5
a_009_NK.fcs,191787,Hierarchical (ward),3
a_009_NK.fcs,191962,Hierarchical (ward),3
a_009_NK.fcs,192089,Hierarchical (ward),2
a_009_NK.fcs,192147,Hierarchical (ward),1
a_009_NK.fcs,192806,Hierarchical (ward),3
a_009_NK.fcs,193502,Hierarchical (ward),1
a_009_NK.fcs,193775,Hierarchical (ward),0
a_009_NK.fcs,193922,Hierarchical (ward),0
a_009_NK.fcs,193955,Hierarchical (ward),5
a_009_NK.fcs,194062,Hierarchical (ward),0
a_009_NK.fcs,194103,Hierarchical (ward),1
a_009_NK.fcs,194376,Hierarchical (ward),0
a_009_NK.fcs,194406,Hierarchical (ward),3
a_009_NK.fcs,194418,Hierarchical (ward),4
a_009_NK.fcs,194737,Hierarchical (ward),2
a_009_NK.fcs,195054,Hierarchical (ward),1
a_009_NK.fcs,195101,Hierarchical (ward),5
a_009_NK.fcs,196109,Hierarchical (ward),2
a_009_NK.fcs,196256,Hierarchical (ward),3
a_009_NK.fcs,196277,Hierarchical (ward),2
a_009_NK.fcs,196310,Hierarchical (ward),0
a_009_NK.fcs,196421,Hierarchical (ward),3
a_009_NK.fcs,196535,Hierarchical (ward),0
a_009_NK.fcs,196596,Hierarchical (ward),3
a_009_NK.fcs,196744,Hierarchical (ward),3
a_009_NK.fcs,196750,Hierarchical (ward),2
a_009_NK.fcs,197212,Hierarchical (ward),1
a_009_NK.fcs,197350,Hierarchical (ward),5
a_009_NK.fcs,197517,Hierarchical (ward),2
a_009_NK.fcs,197732,Hierarchical (ward),2
a_009_NK.fcs,198020,Hierarchical (ward),3
a_009_NK.fcs,198406,Hierarchical (ward),0
a_009_NK.fcs,198492,Hierarchical (ward),2
a_009_NK.fcs,198534,Hierarchical (ward),2
a_009_NK.fcs,199221,Hierarchical (ward),3
a_009_NK.fcs,199761,Hierarchical (ward),0
a_009_NK.fcs,199882,Hierarchical (ward),3
a_009_NK.fcs,200247,Hierarchical (ward),3
a_009_NK.fcs,200284,Hierarchical (ward),3
a_009_NK.fcs,200489,Hierarchical (ward),0
a_009_NK.fcs,200890,Hierarchical (ward),5
a_009_NK.fcs,201075,Hierarchical (ward),2
a_009_NK.fcs,201114,Hierarchical (ward),0
a_009_NK.fcs,201176,Hierarchical (ward),0
a_009_NK.fcs,201199,Hierarchical (ward),1
a_009_NK.fcs,201221,Hierarchical (ward),3
a_009_NK.fcs,201368,Hierarchical (ward),2
a_009_NK.fcs,201610,Hierarchical (ward),3
a_009_NK.fcs,202041,Hierarchical (ward),3
a_009_NK.fcs,202230,Hierarchical (ward),3
a_009_NK.fcs,202288,Hierarchical (ward),2
a_009_NK.fcs,202477,Hierarchical (ward),0
a_009_NK.fcs,202534,Hierarchical (ward),3
a_009_NK.fcs,203119,Hierarchical (ward),2
a_009_NK.fcs,203483,Hierarchical (ward),3
a_009_NK.fcs,203801,Hierarchical (ward),1
a_009_NK.fcs,204421,Hierarchical (ward),3
a_009_NK.fcs,204502,Hierarchical (ward),2
a_009_NK.fcs,205153,Hierarchical (ward),5
a_009_NK.fcs,205935,Hierarchical (ward),0
a_009_NK.fcs,206005,Hierarchical (ward),3
a_009_NK.fcs,206134,Hierarchical (ward),0
a_009_NK.fcs,206165,Hierarchical (ward),3
a_009_NK.fcs,206279,Hierarchical (ward),2
a_009_NK.fcs,206284,Hierarchical (ward),5
a_009_NK.fcs,206343,Hierarchical (ward),5
a_009_NK.fcs,206359,Hierarchical (ward),3
a_009_NK.fcs,206522,Hierarchical (ward),3
a_009_NK.fcs,206761,Hierarchical (ward),0
a_009_NK.fcs,206777,Hierarchical (ward),3
a_009_NK.fcs,206981,Hierarchical (ward),0
a_009_NK.fcs,206985,Hierarchical (ward),3
a_009_NK.fcs,207137,Hierarchical (ward),3
a_009_NK.fcs,207441,Hierarchical (ward),3
a_009_NK.fcs,207522,Hierarchical (ward),3
a_009_NK.fcs,207534,Hierarchical (ward),3
a_009_NK.fcs,207607,Hierarchical (ward),3
a_009_NK.fcs,207665,Hierarchical (ward),3
a_009_NK.fcs,208672,Hierarchical (ward),5
a_009_NK.fcs,209296,Hierarchical (ward),3
a_009_NK.fcs,209381,Hierarchical (ward),2
a_009_NK.fcs,209470,Hierarchical (ward),3
a_009_NK.fcs,209575,Hierarchical (ward),3
a_009_NK.fcs,209966,Hierarchical (ward),2
a_009_NK.fcs,210176,Hierarchical (ward),3
a_009_NK.fcs,210248,Hierarchical (ward),2
a_009_NK.fcs,210470,Hierarchical (ward),2
a_009_NK.fcs,210477,Hierarchical (ward),3
a_009_NK.fcs,210604,Hierarchical (ward),2
a_009_NK.fcs,211269,Hierarchical (ward),1
a_009_NK.fcs,211320,Hierarchical (ward),3
a_009_NK.fcs,211353,Hierarchical (ward),0
a_009_NK.fcs,211387,Hierarchical (ward),2
a_009_NK.fcs,211554,Hierarchical (ward),2
a_009_NK.fcs,211562,Hierarchical (ward),1
a_009_NK.fcs,211735,Hierarchical (ward),3
a_009_NK.fcs,211810,Hierarchical (ward),1
a_009_NK.fcs,211812,Hierarchical (ward),0
a_009_NK.fcs,212173,Hierarchical (ward),3
a_009_NK.fcs,212202,Hierarchical (ward),3
a_009_NK.fcs,212552,Hierarchical (ward),0
a_009_NK.fcs,212748,Hierarchical (ward),3
a_009_NK.fcs,212815,Hierarchical (ward),3
a_009_NK.fcs,212973,Hierarchical (ward),3
a_009_NK.fcs,213363,Hierarchical (ward),0
a_009_NK.fcs,213648,Hierarchical (ward),3
a_009_NK.fcs,214065,Hierarchical (ward),0
a_009_NK.fcs,214189,Hierarchical (ward),2
a_009_NK.fcs,214384,Hierarchical (ward),1
a_009_NK.fcs,214902,Hierarchical (ward),3
a_009_NK.fcs,214991,Hierarchical (ward),1
a_009_NK.fcs,215406,Hierarchical (ward),3
a_009_NK.fcs,215605,Hierarchical (ward),2
a_009_NK.fcs,215655,Hierarchical (ward),1
a_009_NK.fcs,215785,Hierarchical (ward),3
a_009_NK.fcs,216365,Hierarchical (ward),3
a_009_NK.fcs,216406,Hierarchical (ward),0
a_009_NK.fcs,216489,Hierarchical (ward),3
a_009_NK.fcs,216618,Hierarchical (ward),4
a_010_NK.fcs,132,Hierarchical (ward),3
a_010_NK.fcs,273,Hierarchical (ward),3
a_010_NK.fcs,293,Hierarchical (ward),1
a_010_NK.fcs,431,Hierarchical (ward),3
a_010_NK.fcs,451,Hierarchical (ward),3
a_010_NK.fcs,939,Hierarchical (ward),3
a_010_NK.fcs,964,Hierarchical (ward),2
a_010_NK.fcs,1048,Hierarchical (ward),0
a_010_NK.fcs,1070,Hierarchical (ward),3
a_010_NK.fcs,1114,Hierarchical (ward),3
a_010_NK.fcs,1182,Hierarchical (ward),4
a_010_NK.fcs,1290,Hierarchical (ward),1
a_010_NK.fcs,1449,Hierarchical (ward),3
a_010_NK.fcs,1469,Hierarchical (ward),3
a_010_NK.fcs,1533,Hierarchical (ward),2
a_010_NK.fcs,1878,Hierarchical (ward),2
a_010_NK.fcs,1994,Hierarchical (ward),1
a_010_NK.fcs,2025,Hierarchical (ward),2
a_010_NK.fcs,2347,Hierarchical (ward),3
a_010_NK.fcs,2500,Hierarchical (ward),3
a_010_NK.fcs,2672,Hierarchical (ward),3
a_010_NK.fcs,2676,Hierarchical (ward),2
a_010_NK.fcs,2683,Hierarchical (ward),3
a_010_NK.fcs,2693,Hierarchical (ward),3
a_010_NK.fcs,2823,Hierarchical (ward),2
a_010_NK.fcs,2942,Hierarchical (ward),1
a_010_NK.fcs,2972,Hierarchical (ward),0
a_010_NK.fcs,3070,Hierarchical (ward),3
a_010_NK.fcs,3122,Hierarchical (ward),2
a_010_NK.fcs,3149,Hierarchical (ward),0
a_010_NK.fcs,3172,Hierarchical (ward),2
a_010_NK.fcs,3405,Hierarchical (ward),2
a_010_NK.fcs,3466,Hierarchical (ward),3
a_010_NK.fcs,3624,Hierarchical (ward),2
a_010_NK.fcs,3788,Hierarchical (ward),3
a_010_NK.fcs,3947,Hierarchical (ward),3
a_010_NK.fcs,4126,Hierarchical (ward),3
a_010_NK.fcs,4129,Hierarchical (ward),2
a_010_NK.fcs,4189,Hierarchical (ward),0
a_010_NK.fcs,4416,Hierarchical (ward),0
a_010_NK.fcs,4431,Hierarchical (ward),2
a_010_NK.fcs,4452,Hierarchical (ward),3
a_010_NK.fcs,4525,Hierarchical (ward),2
a_010_NK.fcs,4666,Hierarchical (ward),3
a_010_NK.fcs,4952,Hierarchical (ward),1
a_010_NK.fcs,5368,Hierarchical (ward),3
a_010_NK.fcs,5385,Hierarchical (ward),0
a_010_NK.fcs,5415,Hierarchical (ward),0
a_010_NK.fcs,5470,Hierarchical (ward),2
a_010_NK.fcs,5541,Hierarchical (ward),2
a_010_NK.fcs,5559,Hierarchical (ward),3
a_010_NK.fcs,5808,Hierarchical (ward),0
a_010_NK.fcs,6187,Hierarchical (ward),3
a_010_NK.fcs,6366,Hierarchical (ward),0
a_010_NK.fcs,7016,Hierarchical (ward),2
a_010_NK.fcs,7197,Hierarchical (ward),3
a_010_NK.fcs,7317,Hierarchical (ward),2
a_010_NK.fcs,7425,Hierarchical (ward),1
a_010_NK.fcs,7654,Hierarchical (ward),3
a_010_NK.fcs,7722,Hierarchical (ward),3
a_010_NK.fcs,7750,Hierarchical (ward),3
a_010_NK.fcs,7864,Hierarchical (ward),3
a_010_NK.fcs,7902,Hierarchical (ward),3
a_010_NK.fcs,8044,Hierarchical (ward),2
a_010_NK.fcs,8242,Hierarchical (ward),1
a_010_NK.fcs,8436,Hierarchical (ward),0
a_010_NK.fcs,8772,Hierarchical (ward),1
a_010_NK.fcs,8898,Hierarchical (ward),0
a_010_NK.fcs,9179,Hierarchical (ward),3
a_010_NK.fcs,9335,Hierarchical (ward),2
a_010_NK.fcs,9403,Hierarchical (ward),0
a_010_NK.fcs,9619,Hierarchical (ward),2
a_010_NK.fcs,9640,Hierarchical (ward),5
a_010_NK.fcs,9767,Hierarchical (ward),0
a_010_NK.fcs,9784,Hierarchical (ward),3
a_010_NK.fcs,9964,Hierarchical (ward),0
a_010_NK.fcs,10128,Hierarchical (ward),1
a_010_NK.fcs,10164,Hierarchical (ward),3
a_010_NK.fcs,10449,Hierarchical (ward),3
a_010_NK.fcs,10839,Hierarchical (ward),2
a_010_NK.fcs,10847,Hierarchical (ward),3
a_010_NK.fcs,11105,Hierarchical (ward),0
a_010_NK.fcs,11267,Hierarchical (ward),0
a_010_NK.fcs,11359,Hierarchical (ward),0
a_010_NK.fcs,11416,Hierarchical (ward),3
a_010_NK.fcs,11637,Hierarchical (ward),1
a_010_NK.fcs,11716,Hierarchical (ward),3
a_010_NK.fcs,11879,Hierarchical (ward),3
a_010_NK.fcs,12198,Hierarchical (ward),2
a_010_NK.fcs,12238,Hierarchical (ward),1
a_010_NK.fcs,12255,Hierarchical (ward),0
a_010_NK.fcs,12387,Hierarchical (ward),3
a_010_NK.fcs,12739,Hierarchical (ward),0
a_010_NK.fcs,12771,Hierarchical (ward),2
a_010_NK.fcs,12873,Hierarchical (ward),1
a_010_NK.fcs,13086,Hierarchical (ward),3
a_010_NK.fcs,13159,Hierarchical (ward),3
a_010_NK.fcs,13213,Hierarchical (ward),2
a_010_NK.fcs,13296,Hierarchical (ward),3
a_010_NK.fcs,13349,Hierarchical (ward),3
a_010_NK.fcs,13350,Hierarchical (ward),3
a_010_NK.fcs,13413,Hierarchical (ward),2
a_010_NK.fcs,13483,Hierarchical (ward),3
