cell_id,sample_id,event_index
gated_alive:a_006:59207,a_006,59207
gated_alive:a_006:59419,a_006,59419
gated_alive:a_006:59474,a_006,59474
gated_alive:a_006:59755,a_006,59755
gated_alive:a_006:59884,a_006,59884
gated_alive:a_006:59935,a_006,59935
gated_alive:a_006:59971,a_006,59971
gated_alive:a_006:60018,a_006,60018
gated_alive:a_006:60020,a_006,60020
gated_alive:a_006:60024,a_006,60024
gated_alive:a_006:60176,a_006,60176
gated_alive:a_006:60448,a_006,60448
gated_alive:a_006:60559,a_006,60559
gated_alive:a_006:60740,a_006,60740
gated_alive:a_006:60785,a_006,60785
gated_alive:a_006:61160,a_006,61160
gated_alive:a_006:61443,a_006,61443
gated_alive:a_006:61905,a_006,61905
gated_alive:a_006:62046,a_006,62046
gated_alive:a_006:62084,a_006,62084
gated_alive:a_006:62233,a_006,62233
gated_alive:a_006:62258,a_006,62258
gated_alive:a_006:62302,a_006,62302
gated_alive:a_006:62480,a_006,62480
gated_alive:a_006:62649,a_006,62649
gated_alive:a_006:62663,a_006,62663
gated_alive:a_006:62781,a_006,62781
gated_alive:a_006:62957,a_006,62957
gated_alive:a_006:63436,a_006,63436
gated_alive:a_006:63521,a_006,63521
gated_alive:a_006:63587,a_006,63587
gated_alive:a_006:63734,a_006,63734
gated_alive:a_006:64020,a_006,64020
gated_alive:a_006:64126,a_006,64126
gated_alive:a_006:64299,a_006,64299
gated_alive:a_006:64582,a_006,64582
gated_alive:a_006:64596,a_006,64596
gated_alive:a_006:64934,a_006,64934
gated_alive:a_006:64948,a_006,64948
gated_alive:a_006:64958,a_006,64958
gated_alive:a_006:65447,a_006,65447
gated_alive:a_006:65513,a_006,65513
gated_alive:a_006:65527,a_006,65527
gated_alive:a_006:65989,a_006,65989
gated_alive:a_006:66442,a_006,66442
gated_alive:a_006:66448,a_006,66448
gated_alive:a_006:66768,a_006,66768
gated_alive:a_006:66788,a_006,66788
gated_alive:a_006:67203,a_006,67203
gated_alive:a_006:67239,a_006,67239
gated_alive:a_006:67512,a_006,67512
gated_alive:a_006:67689,a_006,67689
gated_alive:a_006:67691,a_006,67691
gated_alive:a_006:67719,a_006,67719
gated_alive:a_006:68068,a_006,68068
gated_alive:a_006:68474,a_006,68474
gated_alive:a_006:68634,a_006,68634
gated_alive:a_006:68718,a_006,68718
gated_alive:a_006:68927,a_006,68927
gated_alive:a_006:69129,a_006,69129
gated_alive:a_006:69131,a_006,69131
gated_alive:a_006:69642,a_006,69642
gated_alive:a_006:69767,a_006,69767
gated_alive:a_006:69836,a_006,69836
gated_alive:a_006:70093,a_006,70093
gated_alive:a_006:70098,a_006,70098
gated_alive:a_006:70301,a_006,70301
gated_alive:a_006:70689,a_006,70689
gated_alive:a_006:70734,a_006,70734
gated_alive:a_006:70890,a_006,70890
gated_alive:a_006:71050,a_006,71050
gated_alive:a_006:71355,a_006,71355
gated_alive:a_006:71504,a_006,71504
gated_alive:a_006:71531,a_006,71531
gated_alive:a_006:71989,a_006,71989
gated_alive:a_006:72458,a_006,72458
gated_alive:a_006:72593,a_006,72593
gated_alive:a_006:72621,a_006,72621
gated_alive:a_006:72844,a_006,72844
gated_alive:a_006:73529,a_006,73529
gated_alive:a_006:73630,a_006,73630
gated_alive:a_006:73708,a_006,73708
gated_alive:a_006:73869,a_006,73869
gated_alive:a_006:74031,a_006,74031
gated_alive:a_006:74145,a_006,74145
gated_alive:a_006:74277,a_006,74277
gated_alive:a_006:74781,a_006,74781
gated_alive:a_006:75033,a_006,75033
gated_alive:a_006:75261,a_006,75261
gated_alive:a_006:75393,a_006,75393
gated_alive:a_006:75598,a_006,75598
gated_alive:a_006:75868,a_006,75868
gated_alive:a_006:76059,a_006,76059
gated_alive:a_006:76307,a_006,76307
gated_alive:a_006:76555,a_006,76555
gated_alive:a_006:76789,a_006,76789
gated_alive:a_006:76847,a_006,76847
gated_alive:a_006:76924,a_006,76924
gated_alive:a_006:77313,a_006,77313
gated_alive:a_006:77315,a_006,77315
gated_alive:a_006:77318,a_006,77318
gated_alive:a_006:77539,a_006,77539
gated_alive:a_006:77580,a_006,77580
gated_alive:a_006:77841,a_006,77841
gated_alive:a_006:78186,a_006,78186
gated_alive:a_006:78262,a_006,78262
gated_alive:a_006:78390,a_006,78390
gated_alive:a_006:78548,a_006,78548
gated_alive:a_006:78726,a_006,78726
gated_alive:a_006:78752,a_006,78752
gated_alive:a_006:78864,a_006,78864
gated_alive:a_006:79050,a_006,79050
gated_alive:a_006:79461,a_006,79461
gated_alive:a_006:79559,a_006,79559
gated_alive:a_006:80077,a_006,80077
gated_alive:a_006:80135,a_006,80135
gated_alive:a_006:80295,a_006,80295
gated_alive:a_006:80690,a_006,80690
gated_alive:a_006:80759,a_006,80759
gated_alive:a_006:80846,a_006,80846
gated_alive:a_006:80890,a_006,80890
gated_alive:a_006:81165,a_006,81165
gated_alive:a_006:81584,a_006,81584
gated_alive:a_006:81637,a_006,81637
gated_alive:a_006:81649,a_006,81649
gated_alive:a_006:81788,a_006,81788
gated_alive:a_006:81808,a_006,81808
gated_alive:a_006:81958,a_006,81958
gated_alive:a_006:82246,a_006,82246
gated_alive:a_006:82778,a_006,82778
gated_alive:a_006:82846,a_006,82846
gated_alive:a_006:83189,a_006,83189
gated_alive:a_006:83528,a_006,83528
gated_alive:a_006:83547,a_006,83547
gated_alive:a_006:84077,a_006,84077
gated_alive:a_006:84096,a_006,84096
gated_alive:a_006:84161,a_006,84161
gated_alive:a_006:84359,a_006,84359
gated_alive:a_006:84457,a_006,84457
gated_alive:a_006:84710,a_006,84710
gated_alive:a_006:84724,a_006,84724
gated_alive:a_006:84800,a_006,84800
gated_alive:a_006:84852,a_006,84852
gated_alive:a_006:84876,a_006,84876
gated_alive:a_006:85069,a_006,85069
gated_alive:a_006:85166,a_006,85166
gated_alive:a_006:85337,a_006,85337
gated_alive:a_006:85526,a_006,85526
gated_alive:a_006:85602,a_006,85602
gated_alive:a_006:85603,a_006,85603
gated_alive:a_006:85769,a_006,85769
gated_alive:a_006:85897,a_006,85897
gated_alive:a_006:85967,a_006,85967
gated_alive:a_006:86308,a_006,86308
gated_alive:a_006:86523,a_006,86523
gated_alive:a_006:86615,a_006,86615
gated_alive:a_006:86645,a_006,86645
gated_alive:a_006:86750,a_006,86750
gated_alive:a_006:87021,a_006,87021
gated_alive:a_006:87188,a_006,87188
gated_alive:a_006:87201,a_006,87201
gated_alive:a_006:87869,a_006,87869
gated_alive:a_006:88399,a_006,88399
gated_alive:a_006:88479,a_006,88479
gated_alive:a_006:88494,a_006,88494
gated_alive:a_006:88960,a_006,88960
gated_alive:a_006:89155,a_006,89155
gated_alive:a_006:89173,a_006,89173
gated_alive:a_006:89580,a_006,89580
gated_alive:a_006:89855,a_006,89855
gated_alive:a_006:89952,a_006,89952
gated_alive:a_007:30,a_007,30
gated_alive:a_007:64,a_007,64
gated_alive:a_007:139,a_007,139
gated_alive:a_007:233,a_007,233
gated_alive:a_007:448,a_007,448
gated_alive:a_007:1238,a_007,1238
gated_alive:a_007:1265,a_007,1265
gated_alive:a_007:1704,a_007,1704
gated_alive:a_007:1794,a_007,1794
gated_alive:a_007:1850,a_007,1850
gated_alive:a_007:2172,a_007,2172
gated_alive:a_007:2591,a_007,2591
gated_alive:a_007:2597,a_007,2597
gated_alive:a_007:2620,a_007,2620
gated_alive:a_007:2684,a_007,2684
gated_alive:a_007:2794,a_007,2794
gated_alive:a_007:2803,a_007,2803
gated_alive:a_007:2886,a_007,2886
gated_alive:a_007:2985,a_007,2985
gated_alive:a_007:3061,a_007,3061
gated_alive:a_007:3232,a_007,3232
gated_alive:a_007:3597,a_007,3597
gated_alive:a_007:3992,a_007,3992
gated_alive:a_007:4029,a_007,4029
gated_alive:a_007:4234,a_007,4234
gated_alive:a_007:4256,a_007,4256
gated_alive:a_007:4259,a_007,4259
gated_alive:a_007:4824,a_007,4824
gated_alive:a_007:5065,a_007,5065
gated_alive:a_007:5683,a_007,5683
gated_alive:a_007:5781,a_007,5781
gated_alive:a_007:6072,a_007,6072
gated_alive:a_007:6203,a_007,6203
gated_alive:a_007:6266,a_007,6266
gated_alive:a_007:6273,a_007,6273
gated_alive:a_007:6675,a_007,6675
gated_alive:a_007:6683,a_007,6683
gated_alive:a_007:6723,a_007,6723
gated_alive:a_007:7082,a_007,7082
gated_alive:a_007:7160,a_007,7160
gated_alive:a_007:7491,a_007,7491
gated_alive:a_007:7504,a_007,7504
gated_alive:a_007:7540,a_007,7540
gated_alive:a_007:7718,a_007,7718
gated_alive:a_007:7897,a_007,7897
gated_alive:a_007:7958,a_007,7958
gated_alive:a_007:8465,a_007,8465
gated_alive:a_007:8921,a_007,8921
gated_alive:a_007:9145,a_007,9145
gated_alive:a_007:9161,a_007,9161
gated_alive:a_007:9495,a_007,9495
gated_alive:a_007:9537,a_007,9537
gated_alive:a_007:9573,a_007,9573
gated_alive:a_007:9635,a_007,9635
gated_alive:a_007:9690,a_007,9690
gated_alive:a_007:10362,a_007,10362
gated_alive:a_007:10505,a_007,10505
gated_alive:a_007:10948,a_007,10948
gated_alive:a_007:10962,a_007,10962
gated_alive:a_007:11413,a_007,11413
gated_alive:a_007:11792,a_007,11792
gated_alive:a_007:12001,a_007,12001
gated_alive:a_007:12292,a_007,12292
gated_alive:a_007:12398,a_007,12398
gated_alive:a_007:12418,a_007,12418
gated_alive:a_007:12520,a_007,12520
gated_alive:a_007:12544,a_007,12544
gated_alive:a_007:12568,a_007,12568
gated_alive:a_007:12605,a_007,12605
gated_alive:a_007:13160,a_007,13160
gated_alive:a_007:13165,a_007,13165
gated_alive:a_007:13369,a_007,13369
gated_alive:a_007:13440,a_007,13440
gated_alive:a_007:13509,a_007,13509
gated_alive:a_007:13534,a_007,13534
gated_alive:a_007:13560,a_007,13560
gated_alive:a_007:13661,a_007,13661
gated_alive:a_007:14250,a_007,14250
gated_alive:a_007:14742,a_007,14742
gated_alive:a_007:15083,a_007,15083
gated_alive:a_007:15360,a_007,15360
gated_alive:a_007:15490,a_007,15490
gated_alive:a_007:15599,a_007,15599
gated_alive:a_007:15767,a_007,15767
gated_alive:a_007:15796,a_007,15796
gated_alive:a_007:15997,a_007,15997
gated_alive:a_007:16109,a_007,16109
gated_alive:a_007:16885,a_007,16885
gated_alive:a_007:17526,a_007,17526
gated_alive:a_007:17752,a_007,17752
gated_alive:a_007:17759,a_007,17759
gated_alive:a_007:17879,a_007,17879
gated_alive:a_007:17888,a_007,17888
gated_alive:a_007:17990,a_007,17990
gated_alive:a_007:18743,a_007,18743
gated_alive:a_007:19309,a_007,19309
gated_alive:a_007:19455,a_007,19455
gated_alive:a_007:19520,a_007,19520
gated_alive:a_007:20138,a_007,20138
gated_alive:a_007:20290,a_007,20290
gated_alive:a_007:20641,a_007,20641
gated_alive:a_007:20828,a_007,20828
gated_alive:a_007:21400,a_007,21400
gated_alive:a_007:21508,a_007,21508
gated_alive:a_007:21593,a_007,21593
gated_alive:a_007:21615,a_007,21615
gated_alive:a_007:21798,a_007,21798
gated_alive:a_007:21800,a_007,21800
gated_alive:a_007:21964,a_007,21964
gated_alive:a_007:22270,a_007,22270
gated_alive:a_007:22288,a_007,22288
gated_alive:a_007:22817,a_007,22817
gated_alive:a_007:23119,a_007,23119
gated_alive:a_007:23176,a_007,23176
gated_alive:a_007:23362,a_007,23362
gated_alive:a_007:23380,a_007,23380
gated_alive:a_007:23660,a_007,23660
gated_alive:a_007:23671,a_007,23671
gated_alive:a_007:23839,a_007,23839
gated_alive:a_007:23938,a_007,23938
gated_alive:a_007:24600,a_007,24600
gated_alive:a_007:24840,a_007,24840
gated_alive:a_007:24869,a_007,24869
gated_alive:a_007:25534,a_007,25534
gated_alive:a_007:25663,a_007,25663
gated_alive:a_007:25709,a_007,25709
gated_alive:a_007:25759,a_007,25759
gated_alive:a_007:26014,a_007,26014
gated_alive:a_007:26182,a_007,26182
gated_alive:a_007:26700,a_007,26700
gated_alive:a_007:26738,a_007,26738
gated_alive:a_007:26859,a_007,26859
gated_alive:a_007:27193,a_007,27193
gated_alive:a_007:27280,a_007,27280
gated_alive:a_007:27407,a_007,27407
gated_alive:a_007:27549,a_007,27549
gated_alive:a_007:28217,a_007,28217
gated_alive:a_007:28923,a_007,28923
gated_alive:a_007:28927,a_007,28927
gated_alive:a_007:29461,a_007,29461
gated_alive:a_007:29682,a_007,29682
gated_alive:a_007:30026,a_007,30026
gated_alive:a_007:30038,a_007,30038
gated_alive:a_007:30400,a_007,30400
gated_alive:a_007:30717,a_007,30717
gated_alive:a_007:30899,a_007,30899
gated_alive:a_007:31724,a_007,31724
gated_alive:a_007:31738,a_007,31738
gated_alive:a_007:31816,a_007,31816
gated_alive:a_007:31840,a_007,31840
gated_alive:a_007:31879,a_007,31879
gated_alive:a_007:31952,a_007,31952
gated_alive:a_007:32406,a_007,32406
gated_alive:a_007:32600,a_007,32600
gated_alive:a_007:33182,a_007,33182
gated_alive:a_007:33222,a_007,33222
gated_alive:a_007:33289,a_007,33289
gated_alive:a_007:33482,a_007,33482
gated_alive:a_007:33695,a_007,33695
gated_alive:a_007:33934,a_007,33934
gated_alive:a_007:33938,a_007,33938
gated_alive:a_007:34054,a_007,34054
gated_alive:a_007:34216,a_007,34216
gated_alive:a_007:34269,a_007,34269
gated_alive:a_007:34581,a_007,34581
gated_alive:a_007:34761,a_007,34761
gated_alive:a_007:34899,a_007,34899
gated_alive:a_007:35096,a_007,35096
gated_alive:a_007:35403,a_007,35403
gated_alive:a_007:35449,a_007,35449
gated_alive:a_007:35487,a_007,35487
gated_alive:a_007:35641,a_007,35641
gated_alive:a_007:36201,a_007,36201
gated_alive:a_007:36399,a_007,36399
gated_alive:a_007:36417,a_007,36417
gated_alive:a_007:36671,a_007,36671
gated_alive:a_007:36675,a_007,36675
gated_alive:a_007:38141,a_007,38141
gated_alive:a_007:38245,a_007,38245
gated_alive:a_007:38256,a_007,38256
gated_alive:a_007:38318,a_007,38318
gated_alive:a_007:38620,a_007,38620
gated_alive:a_007:38773,a_007,38773
gated_alive:a_007:38892,a_007,38892
gated_alive:a_007:38976,a_007,38976
gated_alive:a_007:39296,a_007,39296
gated_alive:a_007:39310,a_007,39310
gated_alive:a_007:39401,a_007,39401
gated_alive:a_007:39752,a_007,39752
gated_alive:a_007:39947,a_007,39947
gated_alive:a_007:39948,a_007,39948
gated_alive:a_007:40310,a_007,40310
gated_alive:a_007:40312,a_007,40312
gated_alive:a_007:40439,a_007,40439
gated_alive:a_007:41407,a_007,41407
gated_alive:a_007:41814,a_007,41814
gated_alive:a_007:41886,a_007,41886
gated_alive:a_007:42840,a_007,42840
gated_alive:a_007:43020,a_007,43020
gated_alive:a_007:43487,a_007,43487
gated_alive:a_007:43731,a_007,43731
gated_alive:a_007:43763,a_007,43763
gated_alive:a_007:44037,a_007,44037
gated_alive:a_007:44082,a_007,44082
gated_alive:a_007:44228,a_007,44228
gated_alive:a_007:44555,a_007,44555
gated_alive:a_007:44633,a_007,44633
gated_alive:a_007:44973,a_007,44973
gated_alive:a_007:44982,a_007,44982
gated_alive:a_007:45611,a_007,45611
gated_alive:a_007:46121,a_007,46121
gated_alive:a_007:46369,a_007,46369
gated_alive:a_007:46667,a_007,46667
gated_alive:a_007:46911,a_007,46911
gated_alive:a_007:47498,a_007,47498
gated_alive:a_007:47508,a_007,47508
gated_alive:a_007:47666,a_007,47666
gated_alive:a_007:47682,a_007,47682
gated_alive:a_007:47834,a_007,47834
gated_alive:a_007:47849,a_007,47849
gated_alive:a_007:48269,a_007,48269
gated_alive:a_007:48411,a_007,48411
gated_alive:a_007:48440,a_007,48440
gated_alive:a_007:48502,a_007,48502
gated_alive:a_007:48533,a_007,48533
gated_alive:a_007:48635,a_007,48635
gated_alive:a_007:48732,a_007,48732
gated_alive:a_007:49323,a_007,49323
gated_alive:a_007:49453,a_007,49453
gated_alive:a_007:49472,a_007,49472
gated_alive:a_007:49591,a_007,49591
gated_alive:a_007:49901,a_007,49901
gated_alive:a_007:50023,a_007,50023
gated_alive:a_007:50237,a_007,50237
gated_alive:a_007:50405,a_007,50405
gated_alive:a_007:50505,a_007,50505
gated_alive:a_007:50558,a_007,50558
gated_alive:a_007:50578,a_007,50578
gated_alive:a_007:50586,a_007,50586
gated_alive:a_007:50768,a_007,50768
gated_alive:a_007:50808,a_007,50808
gated_alive:a_007:50996,a_007,50996
gated_alive:a_007:51004,a_007,51004
gated_alive:a_007:51239,a_007,51239
gated_alive:a_007:51744,a_007,51744
gated_alive:a_007:51872,a_007,51872
gated_alive:a_007:52016,a_007,52016
gated_alive:a_007:52098,a_007,52098
gated_alive:a_007:52132,a_007,52132
gated_alive:a_007:52146,a_007,52146
gated_alive:a_007:52187,a_007,52187
gated_alive:a_007:52264,a_007,52264
gated_alive:a_007:52523,a_007,52523
gated_alive:a_007:52688,a_007,52688
gated_alive:a_007:52829,a_007,52829
gated_alive:a_007:53101,a_007,53101
gated_alive:a_007:53595,a_007,53595
gated_alive:a_007:54001,a_007,54001
gated_alive:a_007:54572,a_007,54572
gated_alive:a_007:54806,a_007,54806
gated_alive:a_007:55078,a_007,55078
gated_alive:a_007:55214,a_007,55214
gated_alive:a_007:55418,a_007,55418
gated_alive:a_007:55704,a_007,55704
gated_alive:a_007:55781,a_007,55781
gated_alive:a_007:55902,a_007,55902
gated_alive:a_007:55951,a_007,55951
gated_alive:a_007:56139,a_007,56139
gated_alive:a_007:56171,a_007,56171
gated_alive:a_007:56427,a_007,56427
gated_alive:a_007:56468,a_007,56468
gated_alive:a_007:56869,a_007,56869
gated_alive:a_007:57101,a_007,57101
gated_alive:a_007:57162,a_007,57162
gated_alive:a_007:57232,a_007,57232
gated_alive:a_007:57463,a_007,57463
gated_alive:a_007:57478,a_007,57478
gated_alive:a_007:57489,a_007,57489
gated_alive:a_007:57490,a_007,57490
gated_alive:a_007:57625,a_007,57625
gated_alive:a_007:57699,a_007,57699
gated_alive:a_007:58862,a_007,58862
gated_alive:a_007:59426,a_007,59426
gated_alive:a_007:59740,a_007,59740
gated_alive:a_007:60335,a_007,60335
gated_alive:a_007:60424,a_007,60424
gated_alive:a_007:60611,a_007,60611
gated_alive:a_007:60616,a_007,60616
gated_alive:a_007:60820,a_007,60820
gated_alive:a_007:60983,a_007,60983
gated_alive:a_007:61028,a_007,61028
gated_alive:a_007:61531,a_007,61531
gated_alive:a_007:61536,a_007,61536
gated_alive:a_007:62144,a_007,62144
gated_alive:a_007:62154,a_007,62154
gated_alive:a_007:62329,a_007,62329
gated_alive:a_007:62416,a_007,62416
gated_alive:a_007:62900,a_007,62900
gated_alive:a_007:63043,a_007,63043
gated_alive:a_007:63078,a_007,63078
gated_alive:a_007:63154,a_007,63154
gated_alive:a_007:63159,a_007,63159
gated_alive:a_007:63293,a_007,63293
gated_alive:a_007:63322,a_007,63322
gated_alive:a_007:63699,a_007,63699
gated_alive:a_007:64236,a_007,64236
gated_alive:a_007:64583,a_007,64583
gated_alive:a_007:64794,a_007,64794
gated_alive:a_007:64963,a_007,64963
gated_alive:a_007:65179,a_007,65179
gated_alive:a_007:65696,a_007,65696
gated_alive:a_007:65910,a_007,65910
gated_alive:a_007:66146,a_007,66146
gated_alive:a_007:66186,a_007,66186
gated_alive:a_007:66426,a_007,66426
gated_alive:a_007:66492,a_007,66492
gated_alive:a_007:66848,a_007,66848
gated_alive:a_007:67216,a_007,67216
gated_alive:a_007:67461,a_007,67461
gated_alive:a_007:67766,a_007,67766
gated_alive:a_007:68065,a_007,68065
gated_alive:a_007:68390,a_007,68390
gated_alive:a_007:68439,a_007,68439
gated_alive:a_007:68457,a_007,68457
gated_alive:a_007:68522,a_007,68522
gated_alive:a_007:68529,a_007,68529
gated_alive:a_007:68543,a_007,68543
gated_alive:a_007:68955,a_007,68955
gated_alive:a_007:69137,a_007,69137
gated_alive:a_007:69220,a_007,69220
gated_alive:a_007:69269,a_007,69269
gated_alive:a_007:69292,a_007,69292
gated_alive:a_007:69377,a_007,69377
gated_alive:a_007:69467,a_007,69467
gated_alive:a_007:69809,a_007,69809
gated_alive:a_007:69810,a_007,69810
gated_alive:a_007:69904,a_007,69904
gated_alive:a_007:69908,a_007,69908
gated_alive:a_007:70299,a_007,70299
gated_alive:a_007:70581,a_007,70581
gated_alive:a_007:70666,a_007,70666
gated_alive:a_007:70771,a_007,70771
gated_alive:a_007:71437,a_007,71437
gated_alive:a_007:71497,a_007,71497
gated_alive:a_007:71593,a_007,71593
gated_alive:a_007:71648,a_007,71648
gated_alive:a_007:71720,a_007,71720
gated_alive:a_007:71795,a_007,71795
gated_alive:a_007:71827,a_007,71827
gated_alive:a_007:71845,a_007,71845
gated_alive:a_007:72034,a_007,72034
gated_alive:a_007:72083,a_007,72083
gated_alive:a_007:72444,a_007,72444
gated_alive:a_007:72671,a_007,72671
gated_alive:a_007:73060,a_007,73060
gated_alive:a_007:73106,a_007,73106
gated_alive:a_007:73539,a_007,73539
gated_alive:a_007:73544,a_007,73544
gated_alive:a_007:73569,a_007,73569
gated_alive:a_007:73635,a_007,73635
gated_alive:a_007:73691,a_007,73691
gated_alive:a_007:73745,a_007,73745
gated_alive:a_007:73805,a_007,73805
gated_alive:a_007:74080,a_007,74080
gated_alive:a_007:74548,a_007,74548
gated_alive:a_007:74957,a_007,74957
gated_alive:a_007:75886,a_007,75886
gated_alive:a_007:76064,a_007,76064
gated_alive:a_007:76299,a_007,76299
gated_alive:a_007:76306,a_007,76306
gated_alive:a_007:76495,a_007,76495
gated_alive:a_007:76551,a_007,76551
gated_alive:a_007:77036,a_007,77036
gated_alive:a_007:77159,a_007,77159
gated_alive:a_007:77160,a_007,77160
gated_alive:a_007:77211,a_007,77211
gated_alive:a_007:77367,a_007,77367
gated_alive:a_007:78168,a_007,78168
gated_alive:a_007:78572,a_007,78572
gated_alive:a_007:78804,a_007,78804
gated_alive:a_007:78822,a_007,78822
gated_alive:a_007:79141,a_007,79141
gated_alive:a_007:79215,a_007,79215
gated_alive:a_007:79325,a_007,79325
gated_alive:a_007:79516,a_007,79516
gated_alive:a_007:79583,a_007,79583
gated_alive:a_007:79593,a_007,79593
gated_alive:a_007:79749,a_007,79749
gated_alive:a_007:80198,a_007,80198
gated_alive:a_007:80508,a_007,80508
gated_alive:a_007:80830,a_007,80830
gated_alive:a_007:81406,a_007,81406
gated_alive:a_007:81476,a_007,81476
gated_alive:a_007:81625,a_007,81625
gated_alive:a_007:81853,a_007,81853
gated_alive:a_007:81865,a_007,81865
gated_alive:a_007:82072,a_007,82072
gated_alive:a_007:82090,a_007,82090
gated_alive:a_007:82326,a_007,82326
gated_alive:a_007:82539,a_007,82539
gated_alive:a_007:82587,a_007,82587
gated_alive:a_007:83104,a_007,83104
gated_alive:a_007:83380,a_007,83380
gated_alive:a_007:83559,a_007,83559
gated_alive:a_007:83561,a_007,83561
gated_alive:a_007:83810,a_007,83810
gated_alive:a_007:84146,a_007,84146
gated_alive:a_007:84306,a_007,84306
gated_alive:a_007:84420,a_007,84420
gated_alive:a_007:84458,a_007,84458
gated_alive:a_007:84688,a_007,84688
gated_alive:a_007:85149,a_007,85149
gated_alive:a_007:85248,a_007,85248
gated_alive:a_007:85433,a_007,85433
gated_alive:a_007:85651,a_007,85651
gated_alive:a_007:86061,a_007,86061
gated_alive:a_007:86171,a_007,86171
gated_alive:a_007:86233,a_007,86233
gated_alive:a_007:86354,a_007,86354
gated_alive:a_007:86535,a_007,86535
gated_alive:a_007:86627,a_007,86627
gated_alive:a_007:87262,a_007,87262
gated_alive:a_007:87612,a_007,87612
gated_alive:a_007:87654,a_007,87654
gated_alive:a_007:88109,a_007,88109
gated_alive:a_007:88176,a_007,88176
gated_alive:a_007:88354,a_007,88354
gated_alive:a_007:88534,a_007,88534
gated_alive:a_007:89311,a_007,89311
gated_alive:a_007:89489,a_007,89489
gated_alive:a_007:89571,a_007,89571
gated_alive:a_007:89772,a_007,89772
gated_alive:a_007:90037,a_007,90037
gated_alive:a_007:90110,a_007,90110
gated_alive:a_007:90549,a_007,90549
gated_alive:a_007:90695,a_007,90695
gated_alive:a_007:90832,a_007,90832
gated_alive:a_007:90875,a_007,90875
gated_alive:a_007:91060,a_007,91060
gated_alive:a_007:91302,a_007,91302
gated_alive:a_007:91604,a_007,91604
gated_alive:a_007:91685,a_007,91685
gated_alive:a_007:91714,a_007,91714
gated_alive:a_007:91755,a_007,91755
gated_alive:a_007:92295,a_007,92295
gated_alive:a_007:92390,a_007,92390
gated_alive:a_007:92481,a_007,92481
gated_alive:a_007:92706,a_007,92706
gated_alive:a_007:93118,a_007,93118
gated_alive:a_007:93230,a_007,93230
gated_alive:a_007:93335,a_007,93335
gated_alive:a_007:93885,a_007,93885
gated_alive:a_007:93886,a_007,93886
gated_alive:a_007:94111,a_007,94111
gated_alive:a_007:94146,a_007,94146
gated_alive:a_007:94147,a_007,94147
gated_alive:a_007:94239,a_007,94239
gated_alive:a_007:94464,a_007,94464
gated_alive:a_007:94608,a_007,94608
gated_alive:a_007:95218,a_007,95218
gated_alive:a_007:95702,a_007,95702
gated_alive:a_007:95733,a_007,95733
gated_alive:a_007:96077,a_007,96077
gated_alive:a_007:96238,a_007,96238
gated_alive:a_007:96563,a_007,96563
gated_alive:a_007:96657,a_007,96657
gated_alive:a_007:97388,a_007,97388
gated_alive:a_007:97473,a_007,97473
gated_alive:a_007:97611,a_007,97611
gated_alive:a_007:97619,a_007,97619
gated_alive:a_007:97753,a_007,97753
gated_alive:a_007:98234,a_007,98234
gated_alive:a_007:98599,a_007,98599
gated_alive:a_007:98722,a_007,98722
gated_alive:a_007:98725,a_007,98725
gated_alive:a_007:98993,a_007,98993
gated_alive:a_007:99104,a_007,99104
gated_alive:a_007:99144,a_007,99144
gated_alive:a_007:99328,a_007,99328
gated_alive:a_007:99334,a_007,99334
gated_alive:a_007:99369,a_007,99369
gated_alive:a_007:99561,a_007,99561
gated_alive:a_007:99966,a_007,99966
gated_alive:a_007:100323,a_007,100323
gated_alive:a_007:101498,a_007,101498
gated_alive:a_007:101523,a_007,101523
gated_alive:a_007:101548,a_007,101548
gated_alive:a_007:101642,a_007,101642
gated_alive:a_007:102019,a_007,102019
gated_alive:a_007:102606,a_007,102606
gated_alive:a_007:102722,a_007,102722
gated_alive:a_007:103002,a_007,103002
gated_alive:a_007:103226,a_007,103226
gated_alive:a_007:103486,a_007,103486
gated_alive:a_007:103667,a_007,103667
gated_alive:a_007:103693,a_007,103693
gated_alive:a_007:103760,a_007,103760
gated_alive:a_007:103955,a_007,103955
gated_alive:a_007:104345,a_007,104345
gated_alive:a_007:104616,a_007,104616
gated_alive:a_009:1072,a_009,1072
gated_alive:a_009:1077,a_009,1077
gated_alive:a_009:1906,a_009,1906
gated_alive:a_009:2036,a_009,2036
gated_alive:a_009:2567,a_009,2567
gated_alive:a_009:2711,a_009,2711
gated_alive:a_009:2936,a_009,2936
gated_alive:a_009:3214,a_009,3214
gated_alive:a_009:3289,a_009,3289
gated_alive:a_009:3341,a_009,3341
gated_alive:a_009:3490,a_009,3490
gated_alive:a_009:3535,a_009,3535
gated_alive:a_009:3771,a_009,3771
gated_alive:a_009:4054,a_009,4054
gated_alive:a_009:4351,a_009,4351
gated_alive:a_009:4905,a_009,4905
gated_alive:a_009:5174,a_009,5174
gated_alive:a_009:5907,a_009,5907
gated_alive:a_009:5977,a_009,5977
gated_alive:a_009:6189,a_009,6189
gated_alive:a_009:6487,a_009,6487
gated_alive:a_009:7066,a_009,7066
gated_alive:a_009:7399,a_009,7399
gated_alive:a_009:7895,a_009,7895
gated_alive:a_009:7946,a_009,7946
gated_alive:a_009:8143,a_009,8143
gated_alive:a_009:8297,a_009,8297
gated_alive:a_009:8583,a_009,8583
