split_id,filter_id,training_maximum,response_threshold,contrast,training_donors
39,2,20.351886749267578,10.175943374633789,-1.2876396179199219,a_002;a_003;a_004;a_005;a_006;a_007;a_011;a_2a;a_4b;a_5a
39,3,21.178546905517578,10.589273452758789,1.576101303100586,a_002;a_003;a_004;a_005;a_006;a_007;a_011;a_2a;a_4b;a_5a
39,4,17.638858795166016,8.819429397583008,1.3475521802902222,a_002;a_003;a_004;a_005;a_006;a_007;a_011;a_2a;a_4b;a_5a
40,0,17.951343536376953,8.975671768188477,-1.1739939451217651,a_007;a_009;a_010;a_012;a_2b;a_3a;a_4a;a_4b;a_5a
40,1,25.23902702331543,12.619513511657715,0.6504868865013123,a_007;a_009;a_010;a_012;a_2b;a_3a;a_4a;a_4b;a_5a
40,2,19.604284286499023,9.802142143249512,1.568068265914917,a_007;a_009;a_010;a_012;a_2b;a_3a;a_4a;a_4b;a_5a
41,0,10.198287010192871,5.0991435050964355,-0.5088196992874146,a_002;a_003;a_004;a_005;a_011;a_012;a_1a;a_4b;a_5b
41,1,11.01650333404541,5.508251667022705,-0.9797736406326294,a_002;a_003;a_004;a_005;a_011;a_012;a_1a;a_4b;a_5b
41,2,13.644725799560547,6.822362899780273,0.7808486819267273,a_002;a_003;a_004;a_005;a_011;a_012;a_1a;a_4b;a_5b
42,0,9.2739839553833,4.63699197769165,-1.4504952430725098,a_001;a_003;a_005;a_010;a_011;a_3a;a_3b;a_4a;a_5b
42,1,16.639873504638672,8.319936752319336,1.9293779134750366,a_001;a_003;a_005;a_010;a_011;a_3a;a_3b;a_4a;a_5b
42,2,15.316718101501465,7.658359050750732,-1.8357796669006348,a_001;a_003;a_005;a_010;a_011;a_3a;a_3b;a_4a;a_5b
42,3,19.146299362182617,9.573149681091309,1.712853193283081,a_001;a_003;a_005;a_010;a_011;a_3a;a_3b;a_4a;a_5b
43,0,11.496415138244629,5.7482075691223145,0.9349856376647949,a_001;a_004;a_005;a_009;a_010;a_012;a_3b;a_4b;a_5a
43,1,11.441865921020508,5.720932960510254,0.9630016684532166,a_001;a_004;a_005;a_009;a_010;a_012;a_3b;a_4b;a_5a
43,2,14.455580711364746,7.227790355682373,-1.2294807434082031,a_001;a_004;a_005;a_009;a_010;a_012;a_3b;a_4b;a_5a
43,3,11.365825653076172,5.682912826538086,0.5320694446563721,a_001;a_004;a_005;a_009;a_010;a_012;a_3b;a_4b;a_5a
44,0,5.751880645751953,2.8759403228759766,-1.5759730339050293,a_003;a_004;a_005;a_007;a_009;a_012;a_2a;a_3b;a_4a;a_4b
44,1,3.199491262435913,1.5997456312179565,-1.1678967475891113,a_003;a_004;a_005;a_007;a_009;a_012;a_2a;a_3b;a_4a;a_4b
44,2,5.187727928161621,2.5938639640808105,-1.6946544647216797,a_003;a_004;a_005;a_007;a_009;a_012;a_2a;a_3b;a_4a;a_4b
45,0,6.523561000823975,3.2617805004119873,0.6691890954971313,a_001;a_002;a_004;a_007;a_010;a_011;a_1a;a_4a;a_5a
45,1,9.104753494262695,4.552376747131348,-0.22762615978717804,a_001;a_002;a_004;a_007;a_010;a_011;a_1a;a_4a;a_5a
45,2,3.991628885269165,1.9958144426345825,-0.507011353969574,a_001;a_002;a_004;a_007;a_010;a_011;a_1a;a_4a;a_5a
46,0,13.737629890441895,6.868814945220947,1.2737452983856201,a_002;a_004;a_006;a_007;a_2a;a_2b;a_3b;a_4b;a_5a;a_5b
