split_id,donor_id,y_true,filter_id,frequency,n_cells
95,a_5a,1,2.0,0.6313999891281128,20000
96,a_004,0,1.0,0.3775999844074249,20000
96,a_007,1,1.0,0.41909998655319214,20000
96,a_010,0,1.0,0.4400499761104584,20000
96,a_012,1,1.0,0.3687499761581421,20000
96,a_2a,0,1.0,0.2786499857902527,20000
96,a_3a,0,1.0,0.22784999012947083,20000
97,a_001,1,2.0,0.8855499625205994,20000
97,a_003,0,2.0,0.6929000020027161,20000
97,a_006,0,2.0,0.8288499712944031,20000
97,a_009,0,2.0,0.9109500050544739,20000
97,a_3b,0,2.0,0.8078999519348145,20000
97,a_5b,1,2.0,0.8784499764442444,20000
98,a_006,0,3.0,0.8692499995231628,20000
98,a_011,0,3.0,0.8041499853134155,20000
98,a_1a,0,3.0,0.4391999840736389,20000
98,a_2a,0,3.0,0.7417500019073486,20000
98,a_4a,1,3.0,0.6631999611854553,20000
98,a_5a,1,3.0,0.7482999563217163,20000
99,a_003,0,1.0,0.7448499798774719,20000
99,a_006,0,1.0,0.45739999413490295,20000
99,a_007,1,1.0,0.5734999775886536,20000
99,a_2b,0,1.0,0.49149999022483826,20000
99,a_3b,0,1.0,0.6773499846458435,20000
99,a_5b,1,1.0,0.7368999719619751,20000
